Conflict_ID,Region,Conflict_Type,Start_Date,End_Date,Number_of_Incidents,Number_of_Deaths,Intervention_ID,Intervention_Country,Intervention_Organization,Intervention_Type,Intervention_Start_Date,Intervention_End_Date,Intervention_Success,Country,Population,GDP_Per_Capita,Unemployment_Rate,Poverty_Index,Literacy_Rate,Ethnic_Group,Main_Religion,Ethnic_Religious_Tension,Number_of_Conflicts,Last_Conflict_Date,Corruption_Index,Governance_Quality,Government_Transparency,Number_of_Scandals,Number_of_Displaced_People,Number_of_Refugees,Humanitarian_Needs,Access_to_Humanitarian_Aid,Technology_Use_in_Conflicts,Technological_Investment,Number_of_Data_Analysis_Projects,Data_Analysis_Effectiveness
1764,Syria,terrorism,2014-10-30,,8,609,1764,Afghanistan,Red Cross,diplomatic,2014-10-30,,no,Yemen,24783410,32764,24.99,52.81,77.38,Baluchi,Christianity,low,19,2024-10-29,6.12,1,5,5,1903480,2531754,shelter,low,low,69,39,4
1765,Iraq,territorial conflict,2014-10-31,,62,442,1765,Iran,UN,humanitarian,2014-10-31,2023-01-01,no,Syria,10034541,24175,26.39,13.02,97.76,Kurd,Shia Islam,medium,2,2024-10-30,9.92,6,1,9,1023502,663350,food,low,low,31,48,2
1766,Iraq,territorial conflict,2014-11-01,,45,305,1766,Iraq,UN,military,2014-11-01,2023-01-01,no,Syria,31628553,32052,26.7,58.77,79.67,Baluchi,Shia Islam,medium,0,2024-10-31,6.27,2,1,7,4277375,2887948,shelter,high,low,21,12,8
1767,Afghanistan,territorial conflict,2014-11-02,,93,574,1767,Yemen,Red Cross,military,2014-11-02,2023-01-01,partial,Yemen,21269728,18312,38.17,7.84,95.29,Arab,Sunni Islam,high,0,2024-11-01,2.88,1,8,3,4230646,1084949,food,medium,high,61,49,1
1768,Yemen,terrorism,2014-11-03,,13,796,1768,Iraq,UN,humanitarian,2014-11-03,2023-01-01,partial,Afghanistan,32486816,5430,44.73,35.7,92.13,Kurd,Christianity,high,8,2024-11-02,6.73,9,2,8,2352247,2179877,food,medium,low,63,7,7
1769,Iran,terrorism,2014-11-04,2023-01-01,73,735,1769,Syria,UN,military,2014-11-04,,yes,Iran,27954934,3621,17.65,9.47,86.65,Baluchi,Sunni Islam,medium,7,2024-11-03,3.42,3,4,1,730763,2396041,shelter,low,medium,52,40,7
1770,Iraq,civil war,2014-11-05,,67,963,1770,Afghanistan,NATO,diplomatic,2014-11-05,,yes,Iran,3186794,20515,20.26,43.58,80.63,Arab,Christianity,low,16,2024-11-04,7.28,2,8,4,1928393,67701,shelter,high,low,92,44,4
1771,Syria,civil war,2014-11-06,2023-01-01,98,244,1771,Syria,Red Cross,humanitarian,2014-11-06,2023-01-01,yes,Syria,6671278,26826,8.86,27.53,55.01,Arab,Sunni Islam,high,3,2024-11-05,9.44,1,2,1,4232650,426787,medicine,high,low,74,2,1
1772,Iraq,territorial conflict,2014-11-07,2023-01-01,50,964,1772,Yemen,NATO,diplomatic,2014-11-07,2023-01-01,no,Afghanistan,31696181,16849,16.42,14.04,80.22,Turkoman,Shia Islam,high,13,2024-11-06,7.54,7,8,8,2159324,1936646,water,high,medium,7,3,3
1773,Afghanistan,terrorism,2014-11-08,,95,308,1773,Iran,NATO,humanitarian,2014-11-08,2023-01-01,no,Iraq,12650629,26955,31.52,45.58,72.8,Baluchi,Sunni Islam,low,3,2024-11-07,2.55,6,8,7,2324501,2679401,water,high,low,79,26,9
1774,Syria,terrorism,2014-11-09,2023-01-01,63,332,1774,Syria,Red Cross,military,2014-11-09,2023-01-01,no,Iraq,6502961,25248,40.28,25.77,79.06,Turkoman,Christianity,high,1,2024-11-08,5.97,1,8,2,712835,1941130,shelter,medium,medium,4,12,2
1775,Afghanistan,civil war,2014-11-10,2023-01-01,84,424,1775,Iran,UN,humanitarian,2014-11-10,,partial,Iraq,4197633,38408,20.22,41.01,85.24,Kurd,Christianity,medium,12,2024-11-09,1.17,8,7,7,3298305,745608,medicine,high,medium,21,44,6
1776,Iran,terrorism,2014-11-11,,44,420,1776,Syria,UN,humanitarian,2014-11-11,2023-01-01,no,Iraq,16502038,42398,34.54,53.29,58.39,Baluchi,Christianity,high,13,2024-11-10,2.95,8,4,5,344354,1613257,medicine,low,high,7,35,3
1777,Yemen,territorial conflict,2014-11-12,,46,11,1777,Iran,NATO,military,2014-11-12,2023-01-01,no,Afghanistan,27863865,9360,25.03,6.34,65.68,Baluchi,Sunni Islam,medium,4,2024-11-11,7.14,7,4,7,1563961,2307638,shelter,medium,low,68,22,8
1778,Afghanistan,civil war,2014-11-13,2023-01-01,96,160,1778,Afghanistan,Red Cross,diplomatic,2014-11-13,2023-01-01,partial,Yemen,27964314,22319,46.25,27.71,71.85,Kurd,Sunni Islam,high,16,2024-11-12,5.88,3,4,0,3437514,1865110,medicine,high,medium,15,35,7
1779,Syria,territorial conflict,2014-11-14,2023-01-01,36,787,1779,Syria,UN,military,2014-11-14,,yes,Iran,7293643,2233,37.62,59.75,83.04,Baluchi,Christianity,low,9,2024-11-13,3.65,3,3,6,2899136,1654302,shelter,medium,high,7,22,7
1780,Iraq,territorial conflict,2014-11-15,,36,204,1780,Yemen,Red Cross,diplomatic,2014-11-15,2023-01-01,partial,Syria,30338857,6585,17.08,17.29,78.42,Turkoman,Christianity,low,10,2024-11-14,7.71,3,9,7,2664923,1989020,food,medium,high,93,37,8
1781,Yemen,terrorism,2014-11-16,,93,721,1781,Syria,NATO,military,2014-11-16,,no,Syria,5346898,22233,24.74,56.77,88.84,Kurd,Christianity,medium,12,2024-11-15,1.47,4,9,1,4243740,1603625,water,low,high,57,19,4
1782,Afghanistan,territorial conflict,2014-11-17,2023-01-01,33,516,1782,Yemen,UN,diplomatic,2014-11-17,2023-01-01,yes,Syria,8559358,11019,5.05,27.11,92.26,Turkoman,Shia Islam,low,19,2024-11-16,2.41,8,9,8,3289824,2867783,water,low,high,71,17,8
1783,Afghanistan,terrorism,2014-11-18,,58,406,1783,Yemen,NATO,humanitarian,2014-11-18,2023-01-01,no,Afghanistan,4674302,41280,19.28,15.48,94.05,Arab,Christianity,high,0,2024-11-17,6.84,3,3,4,3502188,2256129,water,low,medium,86,18,1
1784,Iraq,terrorism,2014-11-19,,10,299,1784,Afghanistan,NATO,military,2014-11-19,2023-01-01,yes,Afghanistan,22267081,31662,31.21,10.04,55.57,Turkoman,Christianity,low,5,2024-11-18,5.65,1,7,1,4242545,1804434,water,medium,high,53,19,4
1785,Afghanistan,terrorism,2014-11-20,2023-01-01,63,387,1785,Iran,NATO,military,2014-11-20,,yes,Afghanistan,27663679,45061,39.44,47.34,67.78,Arab,Sunni Islam,low,6,2024-11-19,7.41,7,2,6,4004125,1876518,shelter,low,low,35,48,6
1786,Iraq,territorial conflict,2014-11-21,2023-01-01,1,98,1786,Syria,UN,humanitarian,2014-11-21,,yes,Afghanistan,23739440,27391,21.83,59.21,94.99,Baluchi,Christianity,low,3,2024-11-20,2.49,5,7,1,210584,732903,food,medium,low,82,32,1
1787,Iran,territorial conflict,2014-11-22,,5,20,1787,Iran,NATO,military,2014-11-22,2023-01-01,no,Iran,19713093,25230,24.66,12.9,77.24,Arab,Shia Islam,high,4,2024-11-21,9.39,2,8,3,1167150,334621,shelter,medium,high,71,40,7
1788,Iraq,territorial conflict,2014-11-23,2023-01-01,81,468,1788,Yemen,NATO,military,2014-11-23,,yes,Yemen,12726142,33817,36.08,46.93,56.27,Baluchi,Shia Islam,high,16,2024-11-22,1.92,7,7,8,3296271,176661,food,low,high,68,37,3
1789,Syria,civil war,2014-11-24,,79,104,1789,Afghanistan,Red Cross,diplomatic,2014-11-24,,partial,Afghanistan,31808435,1345,26.61,34.72,61.69,Arab,Christianity,low,3,2024-11-23,6.42,5,6,1,1482398,1465592,shelter,high,high,74,25,5
1790,Afghanistan,territorial conflict,2014-11-25,2023-01-01,10,756,1790,Syria,UN,military,2014-11-25,,yes,Afghanistan,35475529,19284,34.71,30.62,75.79,Persian,Sunni Islam,medium,4,2024-11-24,5.63,4,3,2,348373,2860636,water,medium,low,56,2,5
1791,Syria,territorial conflict,2014-11-26,,63,433,1791,Afghanistan,UN,diplomatic,2014-11-26,,partial,Yemen,12741130,37355,16.66,5.19,90.27,Kurd,Christianity,high,8,2024-11-25,4.35,3,8,3,2080458,1928433,water,medium,low,17,2,5
1792,Iran,civil war,2014-11-27,,68,224,1792,Iran,Red Cross,humanitarian,2014-11-27,2023-01-01,yes,Yemen,36915733,42258,24.13,35.03,82.67,Arab,Shia Islam,high,9,2024-11-26,2.61,8,5,9,2826394,2559057,medicine,high,medium,58,16,3
1793,Iran,terrorism,2014-11-28,2023-01-01,27,181,1793,Iran,Red Cross,military,2014-11-28,2023-01-01,no,Yemen,37584250,25328,24.09,35.9,70.45,Turkoman,Christianity,low,16,2024-11-27,6.42,8,4,7,4265866,604561,food,low,high,59,20,8
1794,Syria,terrorism,2014-11-29,2023-01-01,22,717,1794,Yemen,UN,humanitarian,2014-11-29,2023-01-01,no,Yemen,25080408,40158,15.58,49.37,94.77,Arab,Shia Islam,low,2,2024-11-28,2.55,4,9,8,2813530,1716490,medicine,low,low,2,28,2
1795,Syria,civil war,2014-11-30,2023-01-01,49,752,1795,Iran,Red Cross,humanitarian,2014-11-30,,partial,Syria,7789850,4171,30.31,39.69,58.92,Kurd,Shia Islam,low,4,2024-11-29,6.59,1,5,2,410106,1487182,medicine,high,high,10,10,3
1796,Yemen,civil war,2014-12-01,2023-01-01,77,630,1796,Iran,Red Cross,humanitarian,2014-12-01,,yes,Yemen,36640944,11043,29.85,6.97,53.78,Arab,Sunni Islam,high,3,2024-11-30,7.39,3,4,4,1704320,2146957,water,high,high,33,34,8
1797,Afghanistan,civil war,2014-12-02,,45,493,1797,Yemen,UN,military,2014-12-02,2023-01-01,yes,Syria,18960447,13732,32.81,13.28,63.8,Persian,Christianity,low,10,2024-12-01,7.95,3,8,4,2300508,199960,water,high,high,74,29,7
1798,Iran,territorial conflict,2014-12-03,,96,985,1798,Yemen,NATO,humanitarian,2014-12-03,2023-01-01,no,Iran,4470159,4220,17.2,9.01,78.78,Arab,Sunni Islam,high,12,2024-12-02,4.0,3,6,7,723508,1946597,food,low,medium,51,42,6
1799,Iraq,territorial conflict,2014-12-04,,96,865,1799,Yemen,NATO,humanitarian,2014-12-04,2023-01-01,partial,Syria,14486797,21158,17.49,9.29,62.7,Turkoman,Sunni Islam,high,16,2024-12-03,8.51,9,5,1,1661914,1931130,shelter,low,high,92,44,8
1800,Syria,terrorism,2014-12-05,2023-01-01,36,215,1800,Iraq,NATO,diplomatic,2014-12-05,,partial,Iraq,5865974,32869,6.12,32.14,95.6,Baluchi,Shia Islam,low,2,2024-12-04,1.46,9,6,1,2224875,796280,food,medium,low,38,46,3
1801,Iraq,civil war,2014-12-06,,3,183,1801,Iran,Red Cross,military,2014-12-06,2023-01-01,no,Iraq,2252123,31878,37.14,47.12,51.65,Turkoman,Sunni Islam,low,19,2024-12-05,5.91,4,3,7,112302,2714001,shelter,medium,high,46,19,1
1802,Iran,civil war,2014-12-07,,60,538,1802,Iraq,NATO,humanitarian,2014-12-07,2023-01-01,partial,Yemen,1437629,9550,40.43,45.99,50.23,Turkoman,Christianity,low,5,2024-12-06,7.4,1,4,5,3747475,18672,shelter,medium,medium,2,36,6
1803,Syria,territorial conflict,2014-12-08,,58,12,1803,Yemen,NATO,humanitarian,2014-12-08,,partial,Yemen,21321416,36078,38.18,17.15,90.44,Persian,Shia Islam,medium,8,2024-12-07,8.6,6,5,8,978250,25203,medicine,medium,medium,2,41,3
1804,Iraq,territorial conflict,2014-12-09,2023-01-01,83,728,1804,Yemen,NATO,humanitarian,2014-12-09,2023-01-01,partial,Yemen,3072480,29550,5.44,45.22,78.22,Baluchi,Sunni Islam,medium,1,2024-12-08,6.15,9,2,5,2582400,392565,medicine,high,high,95,1,2
1805,Syria,territorial conflict,2014-12-10,,6,978,1805,Yemen,Red Cross,military,2014-12-10,2023-01-01,partial,Syria,24623451,39269,36.49,37.71,50.1,Arab,Shia Islam,low,5,2024-12-09,9.27,5,5,9,4428054,1245728,water,medium,medium,10,24,6
1806,Iraq,terrorism,2014-12-11,2023-01-01,7,653,1806,Afghanistan,UN,diplomatic,2014-12-11,,yes,Yemen,3935747,13535,25.91,49.02,90.15,Arab,Shia Islam,high,19,2024-12-10,3.26,1,8,9,2342493,1235654,water,low,high,35,1,4
1807,Syria,civil war,2014-12-12,,13,959,1807,Syria,UN,diplomatic,2014-12-12,2023-01-01,partial,Iran,2085196,29089,33.41,23.48,65.99,Persian,Christianity,low,4,2024-12-11,6.53,8,4,7,1480189,915905,food,low,medium,80,37,6
1808,Afghanistan,terrorism,2014-12-13,2023-01-01,23,922,1808,Iraq,NATO,humanitarian,2014-12-13,2023-01-01,partial,Yemen,14370192,23818,24.83,17.83,97.48,Turkoman,Shia Islam,high,17,2024-12-12,6.28,5,8,8,676718,351812,food,low,low,64,1,1
1809,Iran,terrorism,2014-12-14,2023-01-01,48,691,1809,Iran,Red Cross,humanitarian,2014-12-14,,no,Afghanistan,30944282,26324,36.76,18.1,59.73,Persian,Shia Islam,high,2,2024-12-13,4.54,7,7,9,2553498,625377,food,high,medium,78,4,4
1810,Syria,civil war,2014-12-15,,9,801,1810,Iran,UN,military,2014-12-15,2023-01-01,no,Iran,14907275,2377,5.79,45.65,69.16,Persian,Sunni Islam,high,11,2024-12-14,3.9,6,1,1,3115713,442960,shelter,low,low,31,33,8
1811,Syria,territorial conflict,2014-12-16,,62,984,1811,Yemen,Red Cross,diplomatic,2014-12-16,,partial,Syria,5936796,29546,7.64,8.39,80.15,Kurd,Shia Islam,medium,1,2024-12-15,1.92,9,6,0,4109270,434530,medicine,medium,high,35,49,9
1812,Iran,civil war,2014-12-17,,89,476,1812,Yemen,UN,humanitarian,2014-12-17,,no,Iraq,2498493,3659,13.4,33.1,57.86,Arab,Shia Islam,high,12,2024-12-16,7.57,8,8,7,2557678,2689806,water,medium,medium,55,16,1
1813,Yemen,territorial conflict,2014-12-18,,64,529,1813,Afghanistan,NATO,military,2014-12-18,2023-01-01,yes,Iraq,11619821,19216,22.58,27.73,57.54,Kurd,Shia Islam,medium,13,2024-12-17,9.42,4,4,5,766534,2087524,shelter,medium,high,59,8,9
1814,Yemen,terrorism,2014-12-19,2023-01-01,2,758,1814,Syria,UN,diplomatic,2014-12-19,,partial,Syria,34431408,9053,24.32,38.78,62.32,Persian,Sunni Islam,low,1,2024-12-18,9.96,9,9,4,2036261,1544790,medicine,high,low,14,42,2
1815,Iraq,civil war,2014-12-20,,15,888,1815,Iran,UN,humanitarian,2014-12-20,,partial,Afghanistan,34160994,39359,11.35,9.78,76.17,Arab,Christianity,low,3,2024-12-19,3.91,9,6,2,2931854,220267,medicine,medium,low,12,33,1
1816,Iran,terrorism,2014-12-21,,48,276,1816,Iran,UN,military,2014-12-21,2023-01-01,yes,Syria,15976151,23479,10.08,59.46,96.54,Turkoman,Shia Islam,medium,6,2024-12-20,5.55,5,9,2,3845645,2436612,medicine,medium,medium,7,21,9
1817,Syria,territorial conflict,2014-12-22,,97,855,1817,Syria,Red Cross,humanitarian,2014-12-22,,no,Syria,26446997,786,31.35,49.58,65.78,Kurd,Sunni Islam,low,5,2024-12-21,2.6,8,3,8,4587078,1473767,shelter,medium,high,75,28,6
1818,Iran,territorial conflict,2014-12-23,,4,37,1818,Iraq,Red Cross,diplomatic,2014-12-23,2023-01-01,yes,Iraq,19117467,34197,6.94,49.96,59.25,Persian,Christianity,high,2,2024-12-22,6.46,6,6,4,2553980,653046,food,low,low,43,33,6
1819,Iraq,civil war,2014-12-24,2023-01-01,3,503,1819,Iran,UN,diplomatic,2014-12-24,2023-01-01,no,Iran,36697503,6743,21.72,13.83,85.75,Baluchi,Shia Islam,high,18,2024-12-23,9.14,8,9,5,766701,221618,medicine,high,low,32,6,4
1820,Yemen,territorial conflict,2014-12-25,,31,177,1820,Yemen,NATO,humanitarian,2014-12-25,,partial,Syria,24586257,40388,26.97,22.48,80.87,Arab,Shia Islam,high,16,2024-12-24,6.45,9,2,8,3845991,272921,water,low,low,93,37,8
1821,Syria,civil war,2014-12-26,,86,360,1821,Afghanistan,UN,diplomatic,2014-12-26,2023-01-01,yes,Yemen,15525367,40788,16.75,55.71,75.4,Baluchi,Shia Islam,medium,19,2024-12-25,2.12,1,1,8,853725,2358196,shelter,medium,medium,92,23,4
1822,Yemen,territorial conflict,2014-12-27,2023-01-01,1,549,1822,Syria,UN,humanitarian,2014-12-27,2023-01-01,yes,Afghanistan,38878435,10591,36.71,35.06,73.3,Turkoman,Christianity,low,13,2024-12-26,8.33,5,5,2,1802933,1198202,water,medium,medium,4,17,8
1823,Yemen,civil war,2014-12-28,2023-01-01,87,260,1823,Yemen,NATO,military,2014-12-28,2023-01-01,partial,Iraq,21172678,21561,10.68,20.6,91.99,Arab,Sunni Islam,high,12,2024-12-27,7.2,1,8,7,3172813,1609432,shelter,low,medium,38,46,3
1824,Yemen,civil war,2014-12-29,2023-01-01,90,276,1824,Iraq,NATO,military,2014-12-29,,yes,Afghanistan,32538673,3484,42.84,31.76,84.42,Persian,Shia Islam,medium,2,2024-12-28,9.34,2,6,0,1930719,2066331,shelter,high,high,95,33,8
1825,Iran,civil war,2014-12-30,,13,510,1825,Syria,NATO,humanitarian,2014-12-30,,no,Yemen,37154056,7281,41.64,47.94,51.98,Turkoman,Christianity,low,4,2024-12-29,4.04,7,6,4,36977,1185235,food,low,medium,29,41,4
1826,Iran,territorial conflict,2014-12-31,2023-01-01,84,290,1826,Syria,UN,military,2014-12-31,2023-01-01,partial,Afghanistan,30748972,4957,9.25,49.33,62.07,Baluchi,Sunni Islam,medium,11,2024-12-30,4.96,9,9,6,2933821,1963018,food,high,low,81,36,3
1827,Iran,terrorism,2015-01-01,2023-01-01,13,500,1827,Syria,NATO,diplomatic,2015-01-01,2023-01-01,yes,Iran,24185112,41093,5.08,10.38,97.07,Kurd,Christianity,medium,15,2024-12-31,8.65,1,9,7,2051720,1346256,medicine,low,low,7,31,6
1828,Syria,territorial conflict,2015-01-02,2023-01-01,82,90,1828,Yemen,Red Cross,humanitarian,2015-01-02,,partial,Syria,35823809,3093,29.19,31.57,69.88,Kurd,Shia Islam,low,14,2025-01-01,7.4,2,7,5,3915539,1073978,water,medium,medium,8,7,3
1829,Iran,civil war,2015-01-03,2023-01-01,47,933,1829,Syria,Red Cross,diplomatic,2015-01-03,2023-01-01,yes,Syria,9470210,9847,38.82,44.75,59.96,Arab,Christianity,high,19,2025-01-02,8.07,4,9,6,1105275,1528117,water,low,low,37,31,4
1830,Yemen,territorial conflict,2015-01-04,2023-01-01,12,476,1830,Iran,Red Cross,humanitarian,2015-01-04,,partial,Yemen,25393989,46859,8.63,59.91,51.35,Turkoman,Shia Islam,low,12,2025-01-03,3.18,7,8,1,803094,618627,medicine,high,low,57,38,5
1831,Iraq,civil war,2015-01-05,,56,774,1831,Yemen,Red Cross,diplomatic,2015-01-05,,partial,Afghanistan,27061326,45591,16.48,19.94,62.06,Persian,Shia Islam,medium,15,2025-01-04,3.69,8,7,9,334264,2651891,water,low,medium,76,12,1
1832,Afghanistan,terrorism,2015-01-06,,50,199,1832,Afghanistan,Red Cross,military,2015-01-06,2023-01-01,yes,Iraq,11792935,9758,27.84,34.03,90.33,Turkoman,Christianity,low,14,2025-01-05,2.07,3,8,2,2590574,1012807,food,high,high,9,23,4
1833,Afghanistan,territorial conflict,2015-01-07,,92,900,1833,Syria,UN,humanitarian,2015-01-07,,partial,Iraq,17176437,11468,18.42,9.44,96.97,Kurd,Christianity,medium,17,2025-01-06,4.3,2,7,4,2922554,1371807,water,medium,high,5,32,2
1834,Iraq,civil war,2015-01-08,,59,408,1834,Syria,Red Cross,military,2015-01-08,2023-01-01,yes,Afghanistan,21291418,3549,38.42,28.4,82.02,Turkoman,Christianity,medium,19,2025-01-07,6.69,2,8,2,3294101,1399738,water,medium,low,12,43,1
1835,Afghanistan,civil war,2015-01-09,2023-01-01,61,346,1835,Syria,NATO,diplomatic,2015-01-09,2023-01-01,no,Syria,38847570,7962,17.26,7.48,50.4,Persian,Sunni Islam,low,17,2025-01-08,7.45,8,4,7,445251,135578,food,medium,medium,98,12,3
1836,Iran,civil war,2015-01-10,2023-01-01,88,69,1836,Iraq,UN,diplomatic,2015-01-10,,no,Iraq,1491965,29530,26.29,19.97,64.57,Persian,Shia Islam,high,19,2025-01-09,3.04,8,2,0,132101,1198702,medicine,low,high,99,32,3
1837,Yemen,territorial conflict,2015-01-11,,73,102,1837,Afghanistan,NATO,humanitarian,2015-01-11,2023-01-01,no,Iraq,17478759,8728,21.96,7.55,68.04,Kurd,Sunni Islam,low,11,2025-01-10,2.51,1,4,7,906399,1127890,shelter,medium,medium,74,2,6
1838,Iraq,territorial conflict,2015-01-12,,6,279,1838,Yemen,NATO,humanitarian,2015-01-12,2023-01-01,no,Yemen,24971263,9013,28.85,48.17,54.52,Turkoman,Sunni Islam,high,4,2025-01-11,4.54,5,6,4,1442586,132703,shelter,high,medium,24,26,3
1839,Syria,terrorism,2015-01-13,,90,778,1839,Iran,UN,military,2015-01-13,,partial,Afghanistan,28873991,34265,35.77,57.83,63.05,Baluchi,Sunni Islam,medium,7,2025-01-12,7.41,5,8,4,426026,143589,medicine,low,medium,8,49,7
1840,Iraq,civil war,2015-01-14,,32,62,1840,Syria,Red Cross,diplomatic,2015-01-14,,partial,Afghanistan,28383767,40884,42.15,57.81,96.74,Persian,Shia Islam,medium,17,2025-01-13,3.71,4,1,2,2794847,339690,medicine,medium,high,57,39,6
1841,Syria,terrorism,2015-01-15,,21,604,1841,Yemen,UN,diplomatic,2015-01-15,2023-01-01,no,Syria,21460689,36395,24.8,55.04,81.07,Turkoman,Sunni Islam,low,0,2025-01-14,3.74,1,3,8,628020,2762608,medicine,low,medium,91,1,3
1842,Syria,civil war,2015-01-16,2023-01-01,39,723,1842,Yemen,Red Cross,diplomatic,2015-01-16,,partial,Iraq,38979115,11207,8.24,35.32,96.59,Arab,Christianity,low,17,2025-01-15,4.72,2,9,7,486028,554383,water,medium,high,79,6,1
1843,Iraq,territorial conflict,2015-01-17,2023-01-01,76,621,1843,Iraq,NATO,humanitarian,2015-01-17,,partial,Syria,28491208,8571,32.92,39.35,75.79,Baluchi,Christianity,high,7,2025-01-16,6.54,8,8,1,931550,1453802,water,medium,medium,40,28,2
1844,Iran,territorial conflict,2015-01-18,2023-01-01,50,472,1844,Yemen,Red Cross,humanitarian,2015-01-18,2023-01-01,no,Yemen,21478449,27156,19.42,36.19,88.39,Baluchi,Shia Islam,medium,19,2025-01-17,5.93,3,4,5,2184047,2289039,medicine,high,medium,42,29,4
1845,Syria,civil war,2015-01-19,,3,928,1845,Syria,Red Cross,military,2015-01-19,,no,Iraq,12479689,12062,13.46,21.85,72.14,Baluchi,Christianity,medium,9,2025-01-18,4.94,5,4,5,4414191,1673276,shelter,low,medium,91,10,8
1846,Iraq,civil war,2015-01-20,2023-01-01,35,525,1846,Syria,NATO,diplomatic,2015-01-20,,no,Iraq,2757329,17484,16.07,29.04,51.79,Persian,Shia Islam,high,2,2025-01-19,7.16,6,2,1,1713990,1750335,shelter,low,medium,34,43,5
1847,Iran,territorial conflict,2015-01-21,,7,351,1847,Afghanistan,UN,humanitarian,2015-01-21,,partial,Yemen,28279632,32372,33.54,55.36,57.12,Kurd,Shia Islam,high,9,2025-01-20,4.8,4,9,3,267313,716293,medicine,high,high,54,2,3
1848,Syria,territorial conflict,2015-01-22,,34,988,1848,Iraq,Red Cross,military,2015-01-22,2023-01-01,yes,Iran,18326548,6584,8.23,12.58,88.26,Persian,Christianity,medium,16,2025-01-21,1.12,8,8,6,1818132,2933696,shelter,low,high,85,23,1
1849,Syria,terrorism,2015-01-23,,83,355,1849,Iran,Red Cross,diplomatic,2015-01-23,,yes,Syria,32194287,37084,7.02,33.1,60.44,Baluchi,Sunni Islam,high,12,2025-01-22,7.11,9,5,7,2606167,1489817,water,low,medium,94,20,6
1850,Iraq,territorial conflict,2015-01-24,2023-01-01,85,933,1850,Iraq,NATO,humanitarian,2015-01-24,,yes,Syria,4055198,39730,13.34,39.9,68.6,Baluchi,Christianity,medium,0,2025-01-23,4.92,6,2,5,3441589,1262825,shelter,low,high,71,34,2
1851,Iran,civil war,2015-01-25,2023-01-01,99,86,1851,Afghanistan,UN,military,2015-01-25,,yes,Iran,7846160,45748,21.96,37.33,62.01,Baluchi,Sunni Islam,medium,3,2025-01-24,1.68,2,1,3,1557891,1100342,medicine,medium,medium,33,34,2
1852,Yemen,territorial conflict,2015-01-26,2023-01-01,42,267,1852,Iraq,NATO,diplomatic,2015-01-26,,partial,Iraq,15268926,22665,29.34,15.46,94.96,Turkoman,Sunni Islam,medium,18,2025-01-25,9.91,3,9,4,2536807,2231729,shelter,low,low,98,36,3
1853,Iraq,civil war,2015-01-27,2023-01-01,90,349,1853,Iraq,NATO,diplomatic,2015-01-27,,partial,Yemen,3840521,46514,23.78,49.57,85.27,Turkoman,Christianity,medium,7,2025-01-26,7.87,5,2,3,2931506,943457,water,medium,high,44,37,6
1854,Afghanistan,civil war,2015-01-28,2023-01-01,94,523,1854,Afghanistan,NATO,humanitarian,2015-01-28,2023-01-01,no,Iran,17333598,6367,12.84,27.97,56.49,Persian,Sunni Islam,high,1,2025-01-27,3.04,7,3,6,1026981,911568,medicine,high,high,23,10,9
1855,Yemen,territorial conflict,2015-01-29,,79,127,1855,Yemen,NATO,military,2015-01-29,2023-01-01,no,Afghanistan,13045077,35474,23.42,7.24,74.76,Baluchi,Shia Islam,high,8,2025-01-28,6.68,5,9,3,399864,1434442,shelter,low,medium,70,2,8
1856,Iraq,territorial conflict,2015-01-30,,90,29,1856,Syria,Red Cross,military,2015-01-30,,partial,Iraq,6134644,43448,30.19,8.1,75.09,Turkoman,Christianity,high,9,2025-01-29,4.0,7,5,3,342153,196512,water,medium,medium,9,39,1
1857,Yemen,terrorism,2015-01-31,,83,890,1857,Iraq,NATO,humanitarian,2015-01-31,2023-01-01,yes,Afghanistan,7443611,34623,46.11,27.41,65.64,Persian,Shia Islam,high,4,2025-01-30,8.36,8,3,7,1653741,218698,water,low,low,7,37,7
1858,Iran,civil war,2015-02-01,2023-01-01,61,176,1858,Iran,Red Cross,diplomatic,2015-02-01,2023-01-01,yes,Afghanistan,26003487,15723,15.67,6.24,58.57,Arab,Sunni Islam,medium,10,2025-01-31,2.93,3,7,8,3884855,1935487,water,medium,low,60,24,5
1859,Syria,civil war,2015-02-02,2023-01-01,62,834,1859,Syria,Red Cross,humanitarian,2015-02-02,,partial,Afghanistan,4340769,15079,5.67,59.11,90.63,Arab,Shia Islam,medium,8,2025-02-01,3.64,2,2,7,3645852,583142,shelter,low,medium,42,32,4
1860,Iraq,civil war,2015-02-03,,20,361,1860,Afghanistan,NATO,humanitarian,2015-02-03,2023-01-01,yes,Iran,33403281,35831,25.98,54.94,98.33,Turkoman,Christianity,high,14,2025-02-02,7.61,1,1,6,3225707,458279,water,low,medium,38,28,6
1861,Afghanistan,terrorism,2015-02-04,2023-01-01,90,188,1861,Afghanistan,UN,humanitarian,2015-02-04,,no,Iraq,13816348,18366,33.27,43.25,79.08,Persian,Shia Islam,low,2,2025-02-03,5.73,4,5,1,988693,578914,shelter,high,low,44,15,3
